DATE,District 1,District 2,District 3,District 4,District 5,District 6,District 7,District 8,District 9,District 10,District 11,District 12,USPHCI
4/1/1979,46.36,56.06,58.01,62.39,45.99,43.72,62.04,57.22,51.00,50.12,40.48,40.51,46.14
5/1/1979,46.59,56.19,58.16,62.51,46.13,43.86,62.17,57.30,51.16,50.27,40.64,40.67,46.37
6/1/1979,46.80,56.29,58.29,62.59,46.23,43.97,62.20,57.33,51.26,50.36,40.79,40.85,46.50
7/1/1979,46.90,56.28,58.31,62.52,46.33,44.00,62.11,57.24,51.27,50.43,40.95,41.00,46.62
8/1/1979,47.11,56.35,58.30,62.51,46.36,44.14,61.91,57.20,51.27,50.51,41.11,41.08,46.68
9/1/1979,47.21,56.36,58.33,62.49,46.43,44.24,61.64,57.10,51.23,50.54,41.24,41.18,46.78
10/1/1979,47.31,56.40,58.40,62.52,46.50,44.45,61.38,57.00,51.23,50.67,41.46,41.29,46.87
11/1/1979,47.43,56.52,58.51,62.54,46.57,44.62,61.11,56.94,51.12,50.78,41.64,41.45,46.99
12/1/1979,47.54,56.72,58.62,62.49,46.63,44.70,60.88,56.83,50.96,50.82,41.75,41.54,47.05
1/1/1980,47.63,56.85,58.61,62.33,46.69,44.79,60.53,56.69,50.81,50.85,41.90,41.55,47.09
2/1/1980,47.70,56.96,58.51,62.01,46.60,44.88,60.02,56.40,50.61,50.82,41.93,41.58,47.19
3/1/1980,47.52,56.88,58.32,61.49,46.41,44.82,59.35,56.03,50.31,50.61,42.00,41.50,47.26
4/1/1980,47.39,56.66,57.90,60.77,46.22,44.74,58.54,55.57,49.97,50.39,42.13,41.36,47.16
5/1/1980,47.18,56.64,57.56,60.07,46.06,44.68,57.81,55.18,49.66,50.17,42.18,41.25,47.02
6/1/1980,46.96,56.55,57.17,59.44,45.81,44.61,57.18,54.76,49.36,49.83,42.27,41.13,46.92
7/1/1980,46.95,56.59,56.90,59.01,45.70,44.66,56.84,54.51,49.22,49.70,42.45,41.09,46.82
8/1/1980,47.05,56.66,56.94,58.94,45.79,44.74,56.80,54.50,49.20,49.75,42.60,41.17,46.90
9/1/1980,47.18,56.75,56.96,59.06,45.94,44.86,56.91,54.55,49.36,49.93,42.78,41.32,46.99
10/1/1980,47.45,56.98,57.38,59.29,46.09,44.98,57.20,54.69,49.55,50.14,42.98,41.48,47.11
11/1/1980,47.61,57.08,57.54,59.51,46.21,45.06,57.46,54.83,49.80,50.37,43.20,41.65,47.23
12/1/1980,47.75,57.18,57.84,59.68,46.38,45.16,57.71,54.97,50.04,50.59,43.35,41.79,47.42
1/1/1981,47.91,57.19,57.96,59.75,46.43,45.23,57.90,55.12,50.21,50.85,43.54,41.92,47.47
2/1/1981,47.95,57.29,58.09,59.83,46.50,45.26,58.02,55.23,50.29,51.08,43.73,42.00,47.62
3/1/1981,48.05,57.37,58.19,59.98,46.55,45.32,58.24,55.32,50.53,51.22,43.91,42.08,47.70
4/1/1981,48.10,57.51,58.16,60.01,46.57,45.40,58.45,55.43,50.67,51.45,44.10,42.20,47.83
5/1/1981,48.20,57.66,58.21,60.06,46.64,45.44,58.58,55.52,50.82,51.65,44.27,42.33,47.83
6/1/1981,48.21,57.85,58.36,60.15,46.69,45.50,58.72,55.60,50.89,51.80,44.49,42.37,47.97
7/1/1981,48.22,58.00,58.48,60.06,46.70,45.53,58.66,55.55,50.96,51.97,44.71,42.39,48.11
8/1/1981,48.11,58.08,58.38,59.82,46.69,45.49,58.55,55.51,50.89,52.05,44.89,42.39,48.12
9/1/1981,48.06,58.15,58.15,59.48,46.63,45.47,58.26,55.41,50.73,52.04,45.01,42.25,48.14
10/1/1981,47.90,58.00,57.94,59.07,46.40,45.38,57.97,55.19,50.51,51.97,45.19,42.10,48.09
11/1/1981,47.71,57.92,57.57,58.58,46.24,45.24,57.45,54.90,50.28,51.85,45.30,41.91,48.02
12/1/1981,47.53,57.73,57.24,58.19,46.05,45.13,57.01,54.66,50.07,51.78,45.41,41.76,47.96
1/1/1982,47.31,57.56,56.91,57.84,45.87,45.04,56.61,54.41,49.79,51.69,45.49,41.61,47.87
2/1/1982,47.25,57.51,56.71,57.52,45.82,45.00,56.22,54.26,49.59,51.60,45.55,41.48,47.84
3/1/1982,47.19,57.46,56.51,57.27,45.74,44.99,55.93,54.17,49.27,51.49,45.60,41.41,47.80
4/1/1982,47.12,57.41,56.34,57.01,45.72,44.97,55.67,54.08,49.00,51.33,45.62,41.28,47.70
5/1/1982,47.07,57.50,56.26,56.85,45.69,44.91,55.53,54.01,48.75,51.15,45.57,41.22,47.70
6/1/1982,47.10,57.48,56.06,56.61,45.66,44.87,55.33,53.89,48.48,50.91,45.56,41.17,47.61
7/1/1982,47.16,57.45,55.84,56.35,45.65,44.84,55.10,53.76,48.23,50.68,45.50,41.10,47.51
8/1/1982,47.12,57.32,55.60,56.02,45.62,44.80,54.83,53.60,48.03,50.47,45.48,41.03,47.50
9/1/1982,47.10,57.16,55.32,55.68,45.58,44.71,54.49,53.42,47.85,50.25,45.33,40.98,47.40
10/1/1982,47.11,57.00,55.01,55.34,45.51,44.63,54.13,53.19,47.64,50.05,45.18,40.92,47.29
11/1/1982,47.16,56.86,54.75,54.99,45.49,44.57,53.93,53.02,47.51,49.90,45.09,40.88,47.20
12/1/1982,47.24,56.82,54.60,54.86,45.52,44.61,53.89,52.96,47.53,49.88,45.11,40.91,47.24
1/1/1983,47.36,56.84,54.54,54.89,45.67,44.65,53.95,52.94,47.62,49.88,45.13,41.03,47.38
2/1/1983,47.60,57.01,54.62,55.02,45.87,44.74,54.19,52.99,47.79,49.94,45.14,41.19,47.40
3/1/1983,47.97,57.16,54.78,55.20,46.15,44.93,54.52,53.13,48.07,50.08,45.18,41.44,47.53
4/1/1983,48.34,57.41,55.15,55.58,46.49,45.16,54.96,53.34,48.37,50.29,45.24,41.79,47.68
5/1/1983,48.75,57.64,55.52,55.99,46.83,45.38,55.40,53.58,48.75,50.61,45.34,42.06,47.85
6/1/1983,49.27,57.99,55.93,56.40,47.22,45.61,55.85,53.84,49.23,50.94,45.50,42.42,48.03
7/1/1983,49.70,58.37,56.39,56.97,47.65,45.89,56.40,54.14,49.67,51.27,45.69,42.73,48.37
8/1/1983,50.09,58.68,56.75,57.43,47.94,46.10,56.90,54.47,50.03,51.60,45.82,43.05,48.35
9/1/1983,50.61,59.14,57.27,58.09,48.41,46.53,57.53,55.02,50.50,52.01,46.10,43.40,48.81
10/1/1983,51.01,59.49,57.73,58.62,48.75,46.84,58.01,55.38,50.92,52.27,46.30,43.78,49.07
11/1/1983,51.44,59.97,58.22,59.13,49.13,47.18,58.57,55.82,51.26,52.59,46.56,44.14,49.34
12/1/1983,51.87,60.36,58.61,59.59,49.50,47.52,59.09,56.25,51.65,52.83,46.80,44.43,49.62
1/1/1984,52.34,60.73,59.04,60.00,49.88,47.85,59.47,56.64,52.01,53.13,47.04,44.70,49.92
2/1/1984,52.78,60.99,59.35,60.46,50.20,48.16,59.88,57.07,52.31,53.43,47.33,45.00,50.21
3/1/1984,53.21,61.33,59.73,60.72,50.48,48.45,60.19,57.42,52.67,53.70,47.56,45.24,50.45
4/1/1984,53.62,61.59,59.93,61.03,50.67,48.66,60.53,57.77,52.96,53.90,47.87,45.46,50.70
5/1/1984,53.93,61.72,60.16,61.36,50.88,48.90,60.84,58.12,53.06,54.13,48.11,45.69,50.99
6/1/1984,54.35,61.85,60.29,61.61,51.05,49.13,61.13,58.43,53.27,54.32,48.32,45.90,51.27
7/1/1984,54.65,61.87,60.54,61.88,51.22,49.30,61.36,58.60,53.45,54.41,48.49,46.07,51.42
8/1/1984,54.94,62.06,60.66,62.11,51.38,49.49,61.50,58.89,53.68,54.62,48.68,46.27,51.64
9/1/1984,55.09,62.22,60.90,62.33,51.50,49.66,61.60,59.09,53.80,54.73,48.82,46.38,51.90
10/1/1984,55.36,62.45,61.14,62.50,51.66,49.78,61.77,59.28,54.03,54.87,48.96,46.55,52.08
11/1/1984,55.63,62.68,61.39,62.64,51.83,50.00,61.90,59.42,54.19,54.97,49.05,46.67,52.34
12/1/1984,55.88,62.92,61.65,62.88,51.98,50.15,62.00,59.56,54.26,55.01,49.17,46.84,52.47
1/1/1985,55.99,63.14,61.82,63.04,52.18,50.28,62.34,59.68,54.33,55.03,49.29,47.03,52.66
2/1/1985,56.09,63.26,61.93,63.12,52.35,50.39,62.38,59.73,54.47,55.04,49.30,47.17,52.83
3/1/1985,56.22,63.35,62.15,63.30,52.52,50.58,62.56,59.88,54.55,55.11,49.44,47.29,53.04
4/1/1985,56.36,63.53,62.30,63.43,52.69,50.72,62.62,59.98,54.65,55.16,49.55,47.42,53.19
5/1/1985,56.49,63.69,62.45,63.56,52.81,50.87,62.75,60.08,54.67,55.24,49.67,47.55,53.40
6/1/1985,56.63,63.88,62.68,63.56,52.93,51.00,62.80,60.21,54.73,55.34,49.71,47.68,53.51
7/1/1985,56.76,64.02,62.88,63.59,53.04,51.17,62.88,60.35,54.74,55.38,49.79,47.83,53.68
8/1/1985,56.90,64.28,63.07,63.69,53.30,51.35,63.06,60.47,54.84,55.49,49.90,48.04,53.89
9/1/1985,57.17,64.34,63.39,63.94,53.56,51.55,63.36,60.63,54.92,55.55,49.93,48.25,54.05
10/1/1985,57.35,64.55,63.60,64.14,53.82,51.68,63.63,60.78,54.98,55.63,50.07,48.45,54.21
11/1/1985,57.60,64.69,63.83,64.39,54.09,51.84,63.94,60.95,55.11,55.69,50.14,48.64,54.39
12/1/1985,57.78,64.79,63.97,64.70,54.29,51.95,64.22,61.09,55.17,55.67,50.15,48.79,54.54
1/1/1986,57.91,64.78,64.14,64.93,54.40,52.06,64.43,61.25,55.36,55.76,50.30,48.92,54.75
2/1/1986,58.02,64.77,64.20,65.00,54.54,52.13,64.50,61.34,55.42,55.66,50.25,49.03,54.78
3/1/1986,58.13,64.90,64.41,65.21,54.66,52.15,64.59,61.43,55.61,55.63,50.25,49.14,54.92
4/1/1986,58.25,65.00,64.54,65.36,54.78,52.22,64.74,61.47,55.70,55.58,50.10,49.24,55.09
5/1/1986,58.24,65.13,64.89,65.49,54.96,52.31,64.87,61.59,56.01,55.55,49.99,49.36,55.20
6/1/1986,58.37,65.33,65.11,65.61,55.11,52.40,65.09,61.68,56.25,55.54,49.88,49.54,55.29
7/1/1986,58.48,65.72,65.34,65.75,55.31,52.52,65.35,61.85,56.51,55.53,49.85,49.68,55.51
8/1/1986,58.71,66.09,65.79,66.01,55.50,52.67,65.63,62.00,56.78,55.58,49.82,49.88,55.65
9/1/1986,58.84,66.46,66.05,66.25,55.65,52.84,65.96,62.15,57.05,55.68,49.82,50.02,55.84
10/1/1986,59.09,66.75,66.43,66.41,55.86,53.01,66.24,62.34,57.29,55.84,49.81,50.23,56.01
11/1/1986,59.21,67.09,66.68,66.63,56.02,53.15,66.49,62.49,57.43,55.92,49.83,50.38,56.18
12/1/1986,59.37,67.34,66.96,66.90,56.25,53.34,66.65,62.63,57.47,56.06,49.85,50.58,56.41
1/1/1987,59.68,67.72,67.39,67.14,56.52,53.54,66.86,62.79,57.68,56.21,50.04,50.81,56.56
2/1/1987,59.97,67.95,67.63,67.50,56.68,53.77,67.04,62.97,57.85,56.36,50.11,51.04,56.73
3/1/1987,60.26,68.21,67.92,67.76,56.96,53.97,67.18,63.15,58.02,56.55,50.23,51.28,56.92
4/1/1987,60.58,68.56,68.23,68.12,57.26,54.25,67.32,63.41,58.30,56.74,50.36,51.60,57.20
5/1/1987,60.88,68.80,68.39,68.36,57.52,54.50,67.51,63.63,58.46,56.96,50.45,51.85,57.37
6/1/1987,61.20,69.03,68.65,68.70,57.80,54.71,67.75,63.91,58.59,57.18,50.55,52.10,57.57
7/1/1987,61.53,69.19,68.85,69.05,58.06,55.00,68.04,64.20,58.84,57.46,50.76,52.35,57.79
8/1/1987,61.69,69.31,69.00,69.39,58.27,55.16,68.25,64.50,58.98,57.69,50.86,52.57,57.98
9/1/1987,61.98,69.51,69.23,69.75,58.44,55.34,68.48,64.76,59.21,57.89,51.11,52.74,58.18
10/1/1987,62.16,69.71,69.47,70.07,58.62,55.56,68.82,65.08,59.51,58.11,51.27,52.98,58.41
11/1/1987,62.34,69.93,69.62,70.31,58.79,55.76,68.99,65.33,59.78,58.31,51.45,53.16,58.66
12/1/1987,62.54,70.20,69.88,70.53,58.99,55.97,69.23,65.64,60.19,58.51,51.63,53.41,58.90
1/1/1988,62.60,70.40,70.06,70.59,59.15,56.11,69.43,65.80,60.45,58.69,51.74,53.57,59.05
2/1/1988,62.80,70.76,70.27,70.81,59.40,56.31,69.67,66.06,60.80,58.90,51.93,53.84,59.31
3/1/1988,62.99,71.08,70.57,71.00,59.62,56.48,70.00,66.25,61.10,59.11,52.11,53.99,59.54
4/1/1988,63.15,71.18,70.79,71.34,59.82,56.68,70.27,66.36,61.28,59.23,52.27,54.15,59.80
5/1/1988,63.27,71.27,70.92,71.55,59.98,56.83,70.55,66.44,61.44,59.36,52.47,54.30,59.96
6/1/1988,63.27,71.26,71.19,71.84,60.16,57.01,70.88,66.59,61.63,59.51,52.69,54.48,60.25
7/1/1988,63.42,71.27,71.38,72.00,60.37,57.18,71.09,66.77,61.80,59.65,52.86,54.64,60.44
8/1/1988,63.53,71.26,71.53,72.19,60.55,57.23,71.25,66.88,61.96,59.84,53.02,54.80,60.57
9/1/1988,63.52,71.21,71.59,72.36,60.73,57.41,71.47,67.07,62.14,60.01,53.20,54.98,60.83
10/1/1988,63.68,71.33,71.80,72.62,60.90,57.53,71.66,67.26,62.33,60.14,53.33,55.24,61.03
11/1/1988,63.73,71.36,72.05,72.91,61.13,57.76,72.05,67.54,62.54,60.36,53.52,55.45,61.28
12/1/1988,63.90,71.48,72.30,73.21,61.39,57.87,72.38,67.81,62.85,60.60,53.71,55.72,61.49
1/1/1989,64.07,71.63,72.49,73.60,61.67,58.03,72.74,68.07,63.05,60.85,53.84,55.97,61.66
2/1/1989,64.09,71.61,72.75,73.90,61.85,58.26,73.04,68.34,63.21,61.07,53.97,56.15,61.93
3/1/1989,64.07,71.70,72.88,74.11,61.99,58.37,73.24,68.62,63.37,61.30,54.16,56.33,62.16
4/1/1989,64.02,71.66,72.95,74.16,62.12,58.53,73.43,68.80,63.40,61.52,54.31,56.48,62.27
5/1/1989,63.94,71.73,72.93,74.22,62.25,58.67,73.50,68.95,63.54,61.64,54.47,56.64,62.44
6/1/1989,63.76,71.70,73.03,74.28,62.37,58.84,73.44,69.11,63.69,61.79,54.65,56.74,62.54
7/1/1989,63.54,71.62,72.98,74.27,62.48,59.00,73.33,69.20,63.66,61.93,54.77,56.91,62.67
8/1/1989,63.45,71.56,72.97,74.20,62.60,59.14,73.29,69.33,63.78,62.01,54.93,57.03,62.77
9/1/1989,63.23,71.52,73.09,74.21,62.71,59.34,73.20,69.45,63.91,62.16,55.08,57.18,62.91
10/1/1989,63.03,71.57,72.99,74.18,62.86,59.49,73.19,69.53,63.98,62.35,55.27,57.35,63.04
11/1/1989,63.00,71.56,73.10,74.21,63.05,59.63,73.22,69.67,64.17,62.55,55.49,57.54,63.19
12/1/1989,62.84,71.67,73.05,74.30,63.25,59.82,73.43,69.85,64.35,62.75,55.71,57.74,63.33
1/1/1990,62.65,71.83,73.26,74.41,63.49,60.07,73.51,70.05,64.45,62.99,56.10,58.01,63.53
2/1/1990,62.62,72.02,73.36,74.68,63.69,60.25,73.80,70.17,64.62,63.22,56.32,58.15,63.73
3/1/1990,62.45,72.15,73.48,75.03,63.83,60.37,74.09,70.41,64.78,63.44,56.56,58.31,63.92
4/1/1990,62.26,72.28,73.48,75.25,63.86,60.46,74.22,70.49,64.97,63.64,56.78,58.43,64.00
5/1/1990,62.06,72.40,73.56,75.36,63.88,60.58,74.34,70.63,65.05,63.81,56.99,58.51,64.16
6/1/1990,61.97,72.33,73.50,75.43,63.84,60.64,74.43,70.66,65.14,63.92,57.17,58.60,64.32
7/1/1990,61.63,72.35,73.42,75.47,63.71,60.66,74.45,70.66,65.14,63.92,57.34,58.61,64.34
8/1/1990,61.40,72.19,73.34,75.41,63.60,60.69,74.40,70.60,65.17,63.98,57.45,58.60,64.33
9/1/1990,61.06,71.93,72.90,75.39,63.51,60.65,74.34,70.52,65.11,63.96,57.62,58.59,64.33
10/1/1990,60.68,71.65,72.52,75.13,63.33,60.63,74.17,70.36,65.14,63.92,57.75,58.50,64.36
11/1/1990,60.31,71.43,72.25,74.94,63.15,60.57,73.99,70.21,65.10,63.96,57.85,58.40,64.31
12/1/1990,59.91,71.08,71.98,74.68,62.98,60.55,73.81,70.08,65.00,63.96,57.89,58.34,64.29
1/1/1991,59.51,70.80,71.77,74.39,62.76,60.54,73.66,69.92,64.91,64.00,57.93,58.31,64.28
2/1/1991,59.23,70.47,71.49,74.18,62.60,60.50,73.38,69.86,64.81,64.10,58.04,58.17,64.19
3/1/1991,58.88,70.13,71.30,74.02,62.54,60.51,73.20,69.81,64.84,64.16,58.13,58.11,64.12
4/1/1991,58.69,69.94,71.17,74.04,62.55,60.53,73.21,69.91,64.87,64.32,58.21,58.17,64.08
5/1/1991,58.65,69.90,71.21,74.07,62.63,60.64,73.27,70.04,65.11,64.47,58.34,58.20,64.05
6/1/1991,58.65,69.86,71.36,74.20,62.73,60.74,73.38,70.21,65.30,64.65,58.49,58.31,64.09
7/1/1991,58.67,69.87,71.36,74.41,62.86,60.83,73.52,70.45,65.61,64.86,58.56,58.37,64.16
8/1/1991,58.80,69.96,71.56,74.63,62.96,60.91,73.56,70.65,65.91,65.05,58.66,58.46,64.19
9/1/1991,58.88,69.92,71.55,74.74,63.04,61.00,73.54,70.79,66.05,65.22,58.85,58.49,64.27
10/1/1991,58.98,69.85,71.53,74.70,63.04,61.06,73.53,70.93,66.21,65.33,58.94,58.50,64.33
11/1/1991,59.04,69.67,71.49,74.68,63.03,61.12,73.41,70.98,66.29,65.38,59.02,58.49,64.39
12/1/1991,59.11,69.42,71.30,74.58,62.96,61.14,73.29,71.11,66.44,65.50,59.10,58.41,64.38
1/1/1992,59.32,69.24,71.27,74.47,62.99,61.28,73.34,71.27,66.65,65.62,59.20,58.36,64.49
2/1/1992,59.42,69.05,71.27,74.37,63.00,61.24,73.46,71.40,66.79,65.68,59.30,58.30,64.51
3/1/1992,59.53,68.97,71.17,74.22,63.14,61.36,73.56,71.54,66.94,65.74,59.40,58.38,64.64
4/1/1992,59.78,68.81,71.24,74.22,63.28,61.48,73.73,71.71,67.09,65.86,59.56,58.38,64.77
5/1/1992,59.94,68.71,71.28,74.25,63.47,61.67,73.98,71.90,67.28,66.02,59.68,58.45,64.85
6/1/1992,60.09,68.77,71.37,74.32,63.68,61.83,74.16,72.11,67.27,66.15,59.82,58.43,64.95
7/1/1992,60.36,68.74,71.37,74.40,63.87,62.02,74.48,72.32,67.44,66.29,60.01,58.50,65.11
8/1/1992,60.50,68.82,71.46,74.48,64.08,62.22,74.83,72.54,67.59,66.49,60.13,58.54,65.27
9/1/1992,60.77,68.91,71.62,74.67,64.26,62.39,75.12,72.70,67.73,66.66,60.29,58.60,65.37
10/1/1992,61.07,69.16,71.87,74.95,64.49,62.67,75.49,72.98,68.05,66.90,60.51,58.69,65.60
11/1/1992,61.48,69.39,72.10,75.18,64.72,62.94,75.92,73.14,68.26,67.09,60.73,58.81,65.69
12/1/1992,61.76,69.65,72.32,75.33,64.94,63.15,76.21,73.32,68.46,67.16,60.89,58.94,65.88
1/1/1993,62.10,70.08,72.55,75.64,65.18,63.38,76.47,73.44,68.68,67.33,61.09,59.12,66.08
2/1/1993,62.53,70.34,72.86,75.91,65.39,63.63,76.57,73.60,68.87,67.46,61.36,59.34,66.34
3/1/1993,62.98,70.63,72.97,76.15,65.47,63.83,76.63,73.70,69.03,67.64,61.54,59.51,66.44
4/1/1993,63.46,70.94,73.19,76.39,65.70,64.13,76.84,73.86,69.19,67.78,61.74,59.76,66.61
5/1/1993,63.90,71.23,73.33,76.66,65.92,64.36,76.99,74.06,69.40,67.96,61.92,59.96,66.79
6/1/1993,64.23,71.53,73.47,76.93,66.10,64.59,77.14,74.29,69.68,68.18,62.12,60.15,67.00
7/1/1993,64.56,71.72,73.67,77.20,66.39,64.86,77.49,74.62,69.87,68.38,62.41,60.43,67.23
8/1/1993,65.02,71.85,73.90,77.40,66.63,65.10,77.75,74.87,70.18,68.63,62.60,60.63,67.43
9/1/1993,65.33,71.96,74.13,77.60,66.91,65.28,78.07,75.19,70.49,68.88,62.80,60.87,67.65
10/1/1993,65.65,72.12,74.28,77.76,67.20,65.63,78.35,75.54,70.88,69.14,62.98,61.07,67.80
11/1/1993,65.97,72.38,74.52,78.03,67.40,65.83,78.58,75.79,71.09,69.36,63.17,61.31,68.06
12/1/1993,66.14,72.53,74.66,78.22,67.65,66.08,78.84,76.09,71.29,69.53,63.41,61.53,68.33
1/1/1994,66.48,72.71,74.70,78.40,67.82,66.30,79.16,76.36,71.55,69.77,63.58,61.70,68.51
2/1/1994,66.68,72.96,74.90,78.69,68.06,66.51,79.52,76.61,71.93,70.03,63.74,61.95,68.72
3/1/1994,67.00,73.21,75.04,78.89,68.35,66.83,80.00,77.00,72.32,70.27,64.00,62.22,69.02
4/1/1994,67.35,73.51,75.38,79.15,68.64,67.12,80.35,77.29,72.79,70.56,64.27,62.47,69.30
5/1/1994,67.69,73.92,75.62,79.56,68.92,67.40,80.82,77.66,73.18,70.93,64.51,62.74,69.62
6/1/1994,67.89,74.19,75.95,79.87,69.25,67.67,81.19,77.98,73.52,71.20,64.74,63.09,69.88
7/1/1994,68.21,74.62,76.23,80.25,69.50,68.01,81.50,78.22,73.73,71.49,65.12,63.37,70.14
